LONGITUDE,LATITUDE,ETAPA,UNIDADE_LEITURA,TEMPO,TIPO
-44.7849631,-4.2392554,1,BL01B004,0.17,U
-44.7829648,-4.2389368,1,BL01B004,1.08,U
-44.7839611,-4.2398716,1,BL01B004,0.21,U
-44.7828374,-4.2385244,1,BL01B004,0.24,U
-44.7847156,-4.240431,1,BL01B004,0.22,U
-44.7849655,-4.2392612,1,BL01B004,0.49,U
-44.7826987,-4.2383698,1,BL01B004,0.25,U
-44.7856626,-4.2396656,1,BL01B004,0.24,U
-44.7837753,-4.2399361,1,BL01B004,1.08,U
-44.7854646,-4.2395356,1,BL01B004,0.24,U
-44.7856003,-4.2396087,1,BL01B004,0.35,U
-44.7849562,-4.2392579,1,BL01B004,0.48,U
-44.7841607,-4.2401397,1,BL01B004,1.3,U
-44.7842002,-4.2401779,1,BL01B004,0.4,U
-44.7849612,-4.2392557,1,BL01B004,2.26,U
-44.7828696,-4.2390019,1,BL01B004,0.14,U
-44.7849593,-4.2392547,1,BL01B004,0.17,U
-44.7845213,-4.2408786,1,BL01B004,0.41,U
-44.7827797,-4.2384717,1,BL01B004,0.3,U
-44.7849621,-4.2392538,1,BL01B004,2.3,U
-44.7828205,-4.2375867,1,BL01B004,0.35,U
-44.7838268,-4.2401042,1,BL01B004,0.41,U
-44.7844521,-4.2410703,1,BL01B004,0.11,U
-44.7823296,-4.2391889,1,BL01B004,0.24,U
-44.7823041,-4.239162,1,BL01B004,0.27,U
-44.7854169,-4.2394981,1,BL01B004,0.24,U
-44.7845454,-4.2407497,1,BL01B004,0.43,U
-44.7845822,-4.2407968,1,BL01B004,7.34,U
-44.7842209,-4.2388461,1,BL01B004,0.45,U
-44.7827912,-4.2375499,1,BL01B004,0.27,U
-44.782842,-4.2390137,1,BL01B004,0.4,U
-44.7847771,-4.2384134,1,BL01B004,0.48,U
-44.7844886,-4.2408439,1,BL01B004,0.3,U
-44.7827617,-4.2384575,1,BL01B004,0.28,U
-44.7827549,-4.2384405,1,BL01B004,1.08,U
-44.7849836,-4.2406453,1,BL01B004,0.42,U
-44.7846715,-4.2412233,1,BL01B004,0.53,U
-44.7828478,-4.2390255,1,BL01B004,0.25,U
-44.7844976,-4.2411256,1,BL01B004,1.05,U
-44.7840456,-4.2397935,1,BL01B004,0.14,U
-44.7845624,-4.2407116,1,BL01B004,0.31,U
-44.7843698,-4.2402576,1,BL01B004,0.54,U
-44.784278,-4.2389039,1,BL01B004,0.21,U
-44.7844561,-4.2408915,1,BL01B004,0.34,U
-44.7825087,-4.2392612,1,BL01B004,0.27,U
-44.7855126,-4.2395635,1,BL01B004,0.21,U
-44.7854264,-4.2394947,1,BL01B004,0.38,U
-44.7824574,-4.2392422,1,BL01B004,0.46,U
-44.7843447,-4.2402388,1,BL01B004,0.53,U
-44.78429438875,-4.24022186875,1,BL01B004,1.07,U
-44.7846242,-4.2411967,1,BL01B004,0.27,U
-44.78285243,-4.239035103333,1,BL01B004,0.25,U
-44.7825258,-4.2392837,1,BL01B004,0.37,U
-44.784291,-4.2401729,1,BL01B004,1.07,U
-44.78473,-4.2391357,1,BL01B004,0.53,U
-44.7824367,-4.2392397,1,BL01B004,0.21,U
-44.784516,-4.2408044,1,BL01B004,0.3,U
-44.7843401,-4.2389355,1,BL01B004,1.2,U
-44.7846003,-4.241165,1,BL01B004,0.31,U
-44.7845579,-4.2403562,1,BL01B004,1.06,U
-44.7836746,-4.2398824,1,BL01B004,0.53,U
-44.7854123,-4.2394947,1,BL01B004,0.27,U
-44.7829967,-4.238961,1,BL01B004,0.58,U
-44.785039,-4.2405982,1,BL01B004,0.23,U
-44.7854567,-4.2395145,1,BL01B004,1.01,U
-44.7834282,-4.2383072,1,BL01B004,0.13,U
-44.783895,-4.2386889,1,BL01B004,0.51,U
-44.7842778,-4.2388206,1,BL01B004,1.19,U
-44.7846944,-4.2404124,1,BL01B004,2.44,U
-44.7846707,-4.2404036,1,BL01B004,2.56,U
-44.7848975,-4.2405122,1,BL01B004,0.29,U
-44.7828472,-4.2390344,1,BL01B004,0.39,U
-44.7845843,-4.2403719,1,BL01B004,3.39,U
-44.7848011,-4.2404674,1,BL01B004,0.24,U
-44.7846087,-4.2403841,1,BL01B004,2.31,U
-44.7837201,-4.2399405,1,BL01B004,0.23,U
-44.7848727,-4.2405131,1,BL01B004,0.28,U
-44.7851135,-4.2406406,1,BL01B004,0.37,U
-44.784544,-4.2411513,1,BL01B004,4.09,U
-44.785487,-4.2386078,1,BL01B004,0.28,U
-44.7830641,-4.2378611,1,BL01B004,0.19,U
-44.7828755,-4.2390248,1,BL01B004,0.26,U
-44.7834164,-4.2393232,1,BL01B004,2.02,U
-44.7823731,-4.2400569,1,BL01B004,0.25,U
-44.7852581,-4.239419,1,BL01B004,2.22,U
-44.7835864,-4.2392476,1,BL01B004,0.46,U
-44.7834309,-4.2393058,1,BL01B004,1.06,U
-44.7849708,-4.2392586,1,BL01B004,0.18,U
-44.7853498,-4.2394499,1,BL01B004,0.26,U
-44.7830486,-4.2378533,1,BL01B004,0.36,U
-44.7841699,-4.2396602,1,BL01B004,0.36,U
-44.7830634,-4.2378666,1,BL01B004,0.38,U
-44.7853129,-4.2394383,1,BL01B004,1.06,U
-44.7828772,-4.2402789,1,BL01B004,0.18,U
-44.7849549,-4.2392514,1,BL01B004,0.19,U
-44.7848041,-4.2383536,1,BL01B004,1.05,U
-44.7855149,-4.2371304,1,BL01B004,0.42,U
-44.78468472889,-4.238656318414,1,BL01B004,0.22,U
-44.7837919,-4.2388796,1,BL01B004,0.23,U
-44.7828392,-4.2390029,1,BL01B004,0.17,U
-44.7838541,-4.2401206,1,BL01B004,0.37,U
-44.784702303332,-4.238628483636,1,BL01B004,2.13,U
-44.7849637,-4.2392605,1,BL01B004,0.17,U
-44.7841428,-4.238247,1,BL01B004,0.32,U
-44.7828562,-4.2390286,1,BL01B004,0.19,U
-44.7849508,-4.2392602,1,BL01B004,0.38,U
-44.7851353,-4.2393062,1,BL01B004,0.25,U
-44.7827252,-4.2393685,1,BL01B004,0.21,U
-44.785121,-4.2393241,1,BL01B004,0.44,U
-44.7829552,-4.2377376,1,BL01B004,0.27,U
-44.78447,-4.2390655,1,BL01B004,0.58,U
-44.7851328,-4.2392789,1,BL01B004,2.21,U
-44.7850258,-4.2392919,1,BL01B004,1.05,U
-44.7842229,-4.2394181,1,BL01B004,0.44,U
-44.7830845,-4.2401346,1,BL01B004,2.08,U
-44.7826683,-4.2393425,1,BL01B004,0.3,U
-44.7830634,-4.2395534,1,BL01B004,0.17,U
-44.7829242,-4.2376956,1,BL01B004,0.26,U
-44.7847803,-4.2384935,1,BL01B004,0.48,U
-44.7851815,-4.2393646,1,BL01B004,0.44,U
-44.7842058,-4.2395077,1,BL01B004,0.26,U
-44.7829747,-4.239512,1,BL01B004,0.49,U
-44.7826123,-4.2382912,1,BL01B004,0.48,U
-44.7849574,-4.2392535,1,BL01B004,0.26,U
-44.7850601,-4.2393142,1,BL01B004,0.28,U
-44.784697206667,-4.239114183333,1,BL01B004,0.43,U
-44.78507,-4.2393063,1,BL01B004,0.17,U
-44.7830256,-4.2395327,1,BL01B004,0.22,U
-44.7829045,-4.2376715,1,BL01B004,2.24,U
-44.7852960282,-4.236833305131,1,BL01B004,0.32,U
-44.7830801,-4.2401961,1,BL01B004,1.32,U
-44.7837496,-4.2402407,1,BL01B004,0.37,U
-44.7842475,-4.2394235,1,BL01B004,0.23,U
-44.78548767,-4.23716654,1,BL01B004,0.24,U
-44.7850214,-4.2406707,1,BL01B004,0.27,U
-44.78513,-4.2392909,1,BL01B004,0.4,U
-44.78299,-4.2400733,1,BL01B004,0.31,U
-44.7837745,-4.2402249,1,BL01B004,0.14,U
-44.7850882,-4.2407135,1,BL01B004,0.34,U
-44.7849433,-4.2406323,1,BL01B004,0.59,U
-44.7847349,-4.240536,1,BL01B004,2.52,U
-44.783824,-4.2401611,1,BL01B004,0.35,U
-44.7849686,-4.2406484,1,BL01B004,0.45,U
-44.7850426,-4.2392648,1,BL01B004,0.58,U
-44.7848965,-4.2406096,1,BL01B004,1.1,U
-44.7848293,-4.2390619,1,BL01B004,0.4,U
-44.7832633,-4.2398272,1,BL01B004,0.15,U
-44.7847556,-4.2390779,1,BL01B004,0.52,U
-44.7830747,-4.2399446,1,BL01B004,0.23,U
-44.7837571,-4.2384016,1,BL01B004,0.3,U
-44.7848433,-4.2391269,1,BL01B004,0.38,U
-44.7848392,-4.2405606,1,BL01B004,0.24,U
-44.7829546,-4.2401201,1,BL01B004,0.28,U
-44.7832435,-4.239831,1,BL01B004,0.52,U
-44.7849171,-4.2392007,1,BL01B004,0.36,U
-44.7847839,-4.2405639,1,BL01B004,0.55,U
-44.7848679,-4.2391295,1,BL01B004,0.52,U
-44.783845,-4.2384602,1,BL01B004,0.59,U
-44.7838634,-4.2400956,1,BL01B004,0.35,U
-44.7828633,-4.2390362,1,BL01B004,0.28,U
-44.7848817,-4.2391527,1,BL01B004,0.31,U
-44.7830125,-4.2400287,1,BL01B004,0.5,U
-44.78464772,-4.239056775,1,BL01B004,0.24,U
-44.783982,-4.2383894,1,BL01B004,1.33,U
-44.7842772,-4.2388158,1,BL01B004,2.09,U
-44.7835266,-4.2406095,1,BL01B004,0.4,U
-44.7835073,-4.2407187,1,BL01B004,0.36,U
-44.7845,-4.2403771,1,BL01B004,1.02,U
-44.7844185,-4.2403021,1,BL01B004,0.43,U
-44.7840454,-4.2382465,1,BL01B004,0.36,U
-44.783552,-4.2406528,1,BL01B004,2.19,U
-44.7835776,-4.2405475,1,BL01B004,0.45,U
-44.784861,-4.2383633,1,BL01B004,0.24,U
-44.7836127,-4.2382443,1,BL01B004,0.4,U
-44.7834337,-4.2382291,1,BL01B004,0.22,U
-44.7848434,-4.2384056,1,BL01B004,0.21,U
-44.7845749,-4.2404285,1,BL01B004,0.54,U
-44.784164,-4.238043,1,BL01B004,0.13,U
-44.7838089,-4.2402516,1,BL01B004,0.18,U
-44.7843649,-4.2388663,1,BL01B004,0.28,U
-44.7843004,-4.2388276,1,BL01B004,1.08,U
-44.7846837,-4.2390491,1,BL01B004,2.4,U
-44.7826417,-4.239573,1,BL01B004,0.17,U
-44.7843225,-4.2388461,1,BL01B004,0.43,U
-44.7845729,-4.2389295,1,BL01B004,7.22,U
-44.7844287,-4.2388957,1,BL01B004,1.17,U
-44.7824876,-4.2399022,1,BL01B004,0.21,U
-44.7844222,-4.238901,1,BL01B004,0.22,U
-44.7835304,-4.2382678,1,BL01B004,0.27,U
-44.7825229,-4.2398032,1,BL01B004,0.32,U
-44.783763,-4.2383991,1,BL01B004,0.41,U
-44.7848264,-4.2384226,1,BL01B004,0.26,U
-44.7834045,-4.238209,1,BL01B004,0.24,U
-44.7844794,-4.2403588,1,BL01B004,0.36,U
-44.784670946667,-4.239092276667,1,BL01B004,0.39,U
-44.7842912,-4.2402324,1,BL01B004,0.54,U
-44.7838058,-4.2402618,1,BL01B004,1.12,U
-44.7832508,-4.2385734,1,BL01B004,3.48,U
-44.7843326,-4.2402643,1,BL01B004,0.29,U
-44.7834612,-4.2388704,1,BL01B004,0.41,U
-44.7843924,-4.2402864,1,BL01B004,1.3,U
-44.784405,-4.2409674,1,BL01B004,0.28,U
-44.782856,-4.2403275,1,BL01B004,0.17,U
-44.7825517,-4.2397459,1,BL01B004,0.32,U
-44.7828411,-4.2403175,1,BL01B004,0.17,U
-44.784633,-4.23908535,1,BL01B004,1.59,U
-44.7843336,-4.2402584,1,BL01B004,0.18,U
-44.7837429,-4.2403625,1,BL01B004,0.39,U
-44.7844425,-4.2409485,1,BL01B004,0.25,U
-44.7841654,-4.2380412,1,BL01B004,0.43,U
-44.7824506,-4.23996,1,BL01B004,0.45,U
-44.7850735,-4.2406323,1,BL01B004,0.26,U
-44.7839392,-4.2399188,1,BL01B004,0.37,U
-44.783991916667,-4.23856136,1,BL01B004,0.21,U
-44.7829002,-4.2376389,1,BL01B004,0.25,U
-44.7840418,-4.2401136,1,BL01B004,0.35,U
-44.7834028,-4.2382925,1,BL01B004,0.46,U
-44.7829308,-4.2376831,1,BL01B004,0.48,U
-44.7855505,-4.2394633,1,BL01B004,2.06,U
-44.7828211,-4.2375736,1,BL01B004,0.28,U
-44.7828613,-4.2390185,1,BL01B004,0.24,U
-44.7833789,-4.2388061,1,BL01B004,0.43,U
-44.7851803,-4.239323,1,BL01B004,0.37,U
-44.7830224,-4.2402388,1,BL01B004,1.16,U
-44.7854941,-4.2394607,1,BL01B004,0.17,U
-44.7857192,-4.2395242,1,BL01B004,1.25,U
-44.7853257,-4.2393704,1,BL01B004,3.26,U
-44.7828999,-4.2376373,1,BL01B004,1.24,U
-44.7828591,-4.2376097,1,BL01B004,0.41,U
-44.7831168,-4.2398765,1,BL01B004,0.24,U
-44.7852594,-4.2393559,1,BL01B004,2.39,U
-44.7839582,-4.2398805,1,BL01B004,0.21,U
-44.784351861614,-4.237703522473,1,BL01B004,0.34,U
-44.7827808,-4.2375456,1,BL01B004,0.28,U
-44.7829478,-4.2403949,1,BL01B004,0.23,U
-44.783191976667,-4.23889122,1,BL01B004,2.02,U
-44.7829536,-4.2390459,1,BL01B004,0.19,U
-44.7853554,-4.239411,1,BL01B004,0.32,U
-44.7840815,-4.2396539,1,BL01B004,0.27,U
-44.7824011,-4.2392264,1,BL01B004,0.16,U
-44.782858315,-4.23903323,1,BL01B004,5.01,U
-44.7842873,-4.2393192,1,BL01B004,1.21,U
-44.78406,-4.239709,1,BL01B004,0.26,U
-44.7839857,-4.2398264,1,BL01B004,0.49,U
-44.7848211,-4.2391338,1,BL01B004,0.16,U
-44.7822869,-4.2392101,1,BL01B004,0.29,U
-44.7854327,-4.2394357,1,BL01B004,1.12,U
-44.783283925556,-4.238565227778,1,BL01B004,0.3,U
-44.7830142,-4.2377728,1,BL01B004,0.52,U
-44.7834168,-4.238833,1,BL01B004,0.25,U
-44.783089,-4.2378559,1,BL01B004,0.32,U
-44.7830537,-4.2378075,1,BL01B004,0.27,U
-44.7841275,-4.2395895,1,BL01B004,0.24,U
-44.7846398,-4.2386868,1,BL01B004,0.45,U
-44.7835744,-4.2406386,1,BL01B004,0.41,U
-44.783863,-4.2401497,1,BL01B004,0.19,U
-44.7841113,-4.2396107,1,BL01B004,0.26,U
-44.7840906,-4.238349,1,BL01B004,0.38,U
-44.7835739,-4.2406286,1,BL01B004,1.21,U
-44.7846536,-4.2387054,1,BL01B004,1.23,U
-44.7828182,-4.2375744,1,BL01B004,1.03,U
-44.7842632,-4.2393757,1,BL01B004,2.03,U
-44.7840293,-4.2397585,1,BL01B004,0.19,U
-44.7829873,-4.2403097,1,BL01B004,0.14,U
-44.7837507,-4.2389788,1,BL01B004,0.27,U
-44.7838596,-4.2402102,1,BL01B004,0.26,U
-44.7839757,-4.2399254,1,BL01B004,0.19,U
-44.7837025,-4.2404428,1,BL01B004,0.27,U
-44.7838258,-4.2388138,1,BL01B004,1.06,U
-44.7841689,-4.2382303,1,BL01B004,0.56,U
-44.7838963,-4.2401154,1,BL01B004,1.37,U
-44.7840654,-4.2383946,1,BL01B004,0.4,U
-44.7841719,-4.2395104,1,BL01B004,0.54,U
-44.7836372,-4.2405568,1,BL01B004,0.14,U
-44.7825298,-4.2383543,1,BL01B004,0.24,U
-44.784139,-4.2395806,1,BL01B004,0.4,U
-44.7846483,-4.2386416,1,BL01B004,0.41,U
-44.7828968,-4.2402552,1,BL01B004,0.24,U
-44.7823736,-4.2392048,1,BL01B004,0.18,U
-44.7840049,-4.2384796,1,BL01B004,1.02,U
-44.7856769,-4.2396613,1,BL01B004,0.4,U
-44.783563669771,-4.239257038571,1,BL01B004,0.39,U
-44.7829229,-4.2386948,1,BL01B004,0.38,U
-44.7827544,-4.2385499,1,BL01B004,0.42,U
-44.7827854,-4.2385913,1,BL01B004,0.34,U
-44.7838084,-4.2388727,1,BL01B004,0.3,U
-44.7836503,-4.2405363,1,BL01B004,0.29,U
-44.7841778,-4.2395736,1,BL01B004,0.32,U
-44.7826858,-4.2384978,1,BL01B004,0.29,U
-44.7840812,-4.2397547,1,BL01B004,0.37,U
-44.7826138,-4.2384457,1,BL01B004,0.24,U
-44.7823695,-4.2400051,1,BL01B004,0.27,U
-44.78407800702,-4.24002344391,1,BL01B004,0.54,U
-44.7837375,-4.2389768,1,BL01B004,0.55,U
-44.7836782,-4.2404976,1,BL01B004,0.28,U
-44.7832962,-4.2397765,1,BL01B004,0.32,U
-44.7828621,-4.2386372,1,BL01B004,0.28,U
-44.7828622,-4.2390287,1,BL01B004,0.17,U
-44.7828636,-4.2390216,1,BL01B004,0.27,U
-44.7835429,-4.2407237,1,BL01B004,0.27,U
-44.7846936,-4.2411588,1,BL01B004,0.5,U
-44.7828731,-4.2390271,1,BL01B004,0.19,U
-44.782845,-4.2390355,1,BL01B004,0.25,U
-44.7837732,-4.2389078,1,BL01B004,0.29,U
-44.7826143,-4.2384215,1,BL01B004,0.23,U
-44.7827432,-4.2385339,1,BL01B004,0.28,U
-44.7845331,-4.2403306,1,BL01B004,0.29,U
-44.7828404,-4.2390137,1,BL01B004,0.41,U
-44.7846265,-4.2411274,1,BL01B004,1.49,U
-44.7837303,-4.2399421,1,BL01B004,0.16,U
-44.7844519,-4.2402681,1,BL01B004,0.21,U
-44.7844743,-4.2402912,1,BL01B004,0.19,U
-44.784736,-4.2411754,1,BL01B004,0.23,U
-44.7835603,-4.239891,1,BL01B004,0.27,U
-44.7825962,-4.239659,1,BL01B004,0.41,U
-44.7830089,-4.2389621,1,BL01B004,0.22,U
-44.7825507,-4.2397198,1,BL01B004,0.22,U
-44.7830182,-4.2387685,1,BL01B004,0.25,U
-44.783645,-4.2398948,1,BL01B004,0.17,U
-44.7825308,-4.239749,1,BL01B004,0.27,U
-44.7835017,-4.2398412,1,BL01B004,0.37,U
-44.7846172,-4.2404556,1,BL01B004,0.19,U
-44.7830095,-4.2395725,1,BL01B004,0.16,U
-44.784968,-4.2392571,1,BL01B004,0.54,U
-44.7829606,-4.2387319,1,BL01B004,1.29,U
-44.784962,-4.2392611,1,BL01B004,0.37,U
-44.7825993,-4.2396362,1,BL01B004,1.12,U
-44.783484113333,-4.238237066667,1,BL01B004,0.28,U
-44.7825152,-4.2393184,1,BL01B004,0.44,U
-44.784242,-4.2401843,1,BL01B004,0.32,U
-44.782628,-4.2395722,1,BL01B004,0.12,U
-44.7830174,-4.2395817,1,BL01B004,0.27,U
-44.7826857,-4.2394095,1,BL01B004,1.25,U
-44.7826431,-4.2395387,1,BL01B004,0.25,U
-44.7826548,-4.2395113,1,BL01B004,0.53,U
-44.7854522,-4.2395076,1,BL01B004,1.03,U
-44.7827787,-4.2394043,1,BL01B004,0.3,U
-44.7831134,-4.2395814,1,BL01B004,0.16,U
-44.7832042,-4.2396588,1,BL01B004,0.29,U
-44.7828072,-4.2392785,1,BL01B004,0.45,U
-44.78293413,-4.23901992,1,BL01B004,0.53,U
-44.7844069,-4.2410119,1,BL01B004,0.55,U
-44.783005,-4.238759,1,BL01B004,1.34,U
-44.78338756,-4.23941132,1,BL01B004,0.52,U
-44.7826304,-4.2395378,1,BL01B004,0.26,U
-44.7824793,-4.2398421,1,BL01B004,0.26,U
-44.7824907,-4.2392867,1,BL01B004,0.25,U
-44.7828037,-4.23929,1,BL01B004,0.45,U
-44.7829523,-4.2387204,1,BL01B004,1.2,U
-44.7842811,-4.2412459,1,BL01B004,0.44,U
-44.7831625,-4.2387702,1,BL01B004,0.44,U
-44.7844029,-4.2410507,1,BL01B004,0.54,U
-44.7843054,-4.241184,1,BL01B004,0.3,U
-44.7843629,-4.241083,1,BL01B004,1.44,U
-44.784645196667,-4.239086316667,1,BL01B004,1.05,U
-44.7848384,-4.2392317,1,BL01B004,1.02,U
-44.78483385,-4.239198245,1,BL01B004,0.18,U
-44.784662985,-4.239039945,1,BL01B004,0.46,U
-44.7824578,-4.2399082,1,BL01B004,0.23,U
-44.7847664,-4.2391524,1,BL01B004,0.19,U
-44.784147483333,-4.239640673333,1,BL01B004,1.05,U
-44.7854284,-4.2394805,1,BL01B004,0.4,U
-44.7854365,-4.2395122,1,BL01B004,0.22,U
-44.7854442,-4.2395033,1,BL01B004,3.33,U
-44.7833475,-4.2394584,1,BL01B004,0.26,U
-44.7848392,-4.2365587,1,BL01B004,0.11,U
-44.784323835,-4.24022951,1,BL01B004,0.57,U
-44.78464065,-4.239087213333,1,BL01B004,0.58,U
-44.7834488,-4.2382843,1,BL01B004,0.21,U
-44.7832449,-4.2385204,1,BL01B004,0.59,U
-44.7831053,-4.2379171,1,BL01B004,0.27,U
-44.78281178,-4.238993103333,1,BL01B004,0.19,U
-44.7833662,-4.2381695,1,BL01B004,0.24,U
-44.7853588,-4.2394682,1,BL01B004,0.12,U
-44.7833821,-4.2383118,1,BL01B004,1.05,U
-44.7832624,-4.2380709,1,BL01B004,0.49,U
-44.7828552,-4.239028,1,BL01B004,0.31,U
-44.7831488,-4.2379588,1,BL01B004,0.41,U
-44.784642086667,-4.239086426667,1,BL01B004,0.42,U
-44.7856617,-4.2395961,1,BL01B004,0.21,U
-44.7831869,-4.2379239,1,BL01B004,0.39,U
-44.7832975,-4.2380742,1,BL01B004,0.46,U
-44.7833875,-4.2381936,1,BL01B004,0.31,U
-44.783319,-4.2381079,1,BL01B004,0.22,U
-44.782856,-4.2390176,1,BL01B004,0.29,U
-44.7831064,-4.2378584,1,BL01B004,0.28,U
-44.785616871455,-4.239553740963,1,BL01B004,0.48,U
-44.7833379,-4.2381307,1,BL01B004,0.26,U
-44.7832785,-4.2380492,1,BL01B004,0.29,U
-44.7851838,-4.2393881,1,BL01B004,0.39,U
-44.78462956,-4.23907975,1,BL01B004,1.01,U
-44.7831086,-4.239618,1,BL01B004,0.36,U
-44.7842007,-4.2401903,1,BL01B004,0.51,U
-44.785448903333,-4.239470066667,1,BL01B004,1.08,U
-44.7853272,-4.2412937,1,BL01B010,0.23,U
-44.7852977,-4.2412027,1,BL01B010,0.51,U
-44.7854366,-4.2427218,1,BL01B010,1.18,U
-44.785596,-4.2414249,1,BL01B010,0.38,U
-44.7852842,-4.2411917,1,BL01B010,2.08,U
-44.7856546,-4.2414662,1,BL01B010,0.22,U
-44.7855411,-4.2414265,1,BL01B010,0.28,U
-44.7859101,-4.2410998,1,BL01B010,0.41,U
-44.7852353,-4.2412465,1,BL01B010,1.13,U
-44.7855743,-4.240928,1,BL01B010,1.06,U
-44.7853865,-4.241408,1,BL01B010,2.56,U
-44.7856147,-4.241749,1,BL01B010,0.41,U
-44.7854605,-4.2416974,1,BL01B010,0.38,U
-44.7859852,-4.2411443,1,BL01B010,0.15,U
-44.7855325,-4.2408778,1,BL01B010,0.49,U
-44.7854207,-4.2409052,1,BL01B010,0.53,U
-44.7854223,-4.2409293,1,BL01B010,0.23,U
-44.7855748,-4.2416807,1,BL01B010,2.26,U
-44.7856194,-4.2416794,1,BL01B010,0.42,U
-44.7856858,-4.241727,1,BL01B010,0.42,U
-44.78521718,-4.24127817,1,BL01B010,0.34,U
-44.7844574,-4.2411148,1,BL01B010,0.28,U
-44.7853078,-4.2412008,1,BL01B010,0.36,U
-44.78544455,-4.2409279,1,BL01B010,0.24,U
-44.78517582,-4.24121374,1,BL01B010,0.22,U
-44.7840619,-4.2415816,1,BL01B010,1.03,U
-44.7838158,-4.242074,1,BL01B010,0.26,U
-44.785425,-4.240939,1,BL01B010,0.37,U
-44.7854255,-4.2416449,1,BL01B010,0.15,U
-44.7856463,-4.2414612,1,BL01B010,0.23,U
-44.785468,-4.2408536,1,BL01B010,1.06,U
-44.7856431,-4.2409467,1,BL01B010,0.37,U
-44.7853372,-4.2413218,1,BL01B010,0.43,U
-44.7857378,-4.2409827,1,BL01B010,0.19,U
-44.7859432,-4.2411306,1,BL01B010,0.18,U
-44.7856978,-4.2409685,1,BL01B010,0.14,U
-44.785577,-4.2414551,1,BL01B010,0.35,U
-44.7839299,-4.2420088,1,BL01B010,0.18,U
-44.7853439,-4.2412872,1,BL01B010,0.37,U
-44.7859089,-4.2410797,1,BL01B010,5.54,U
-44.7856817,-4.2409751,1,BL01B010,0.29,U
-44.7855627,-4.2414451,1,BL01B010,2.08,U
-44.7860534,-4.2411723,1,BL01B010,0.21,U
-44.785171,-4.2406603,1,BL01B010,0.38,U
-44.7853538,-4.2407524,1,BL01B010,1.26,U
-44.785577,-4.2414551,1,BL01B010,0.44,U
-44.7852809,-4.2412823,1,BL01B010,0.27,U
-44.7854111,-4.2408183,1,BL01B010,1.17,U
-44.7853234,-4.2413029,1,BL01B010,0.49,U
-44.7851152,-4.2433853,1,BL01B010,0.17,U
-44.785373,-4.2407856,1,BL01B010,0.16,U
-44.7849442,-4.2405249,1,BL01B010,14.56,U
-44.7852661,-4.2431079,1,BL01B010,0.29,U
-44.785113,-4.2433941,1,BL01B010,0.18,U
-44.7854936,-4.2404283,1,BL01B010,0.35,U
-44.785341,-4.2412707,1,BL01B010,0.24,U
-44.78463,-4.2421348,1,BL01B010,0.32,U
-44.7853201,-4.2406431,1,BL01B010,0.56,U
-44.7852927,-4.2411934,1,BL01B010,0.36,U
-44.7843237,-4.2430195,1,BL01B010,0.3,U
-44.7853801,-4.2416094,1,BL01B010,0.32,U
-44.7854367,-4.242744,1,BL01B010,0.56,U
-44.7853327,-4.2429972,1,BL01B010,0.51,U
-44.7857225,-4.2410471,1,BL01B010,0.48,U
-44.7852778,-4.2413501,1,BL01B010,2.49,U
-44.7856219,-4.2409945,1,BL01B010,0.32,U
-44.7853432,-4.2411636,1,BL01B010,1.29,U
-44.7855704,-4.2414128,1,BL01B010,0.19,U
-44.7857471,-4.2421773,1,BL01B010,0.37,U
-44.7859351,-4.2411569,1,BL01B010,0.39,U
-44.7860615,-4.2412736,1,BL01B010,1.38,U
-44.7860218,-4.2412149,1,BL01B010,0.48,U
-44.7859462,-4.2418161,1,BL01B010,1.06,U
-44.7857134,-4.242233,1,BL01B010,0.16,U
-44.7857174,-4.2410386,1,BL01B010,0.27,U
-44.784057,-4.2434627,1,BL01B010,0.27,U
-44.7840961,-4.24336,1,BL01B010,0.26,U
-44.7851919,-4.2407496,1,BL01B010,1.2,U
-44.7841374,-4.2432886,1,BL01B010,0.14,U
-44.7859088,-4.2411403,1,BL01B010,0.55,U
-44.7842392,-4.2428577,1,BL01B010,0.43,U
-44.7841797,-4.2428152,1,BL01B010,0.37,U
-44.7841289,-4.2428008,1,BL01B010,0.22,U
-44.7852398,-4.2412511,1,BL01B010,0.34,U
-44.785100366667,-4.240797443333,1,BL01B010,2.21,U
-44.7840738,-4.243404,1,BL01B010,0.14,U
-44.7858638,-4.241106,1,BL01B010,0.23,U
-44.7840644,-4.2427768,1,BL01B010,0.28,U
-44.7841954,-4.243165,1,BL01B010,0.27,U
-44.7857826,-4.2410965,1,BL01B010,0.29,U
-44.7848672,-4.2430443,1,BL01B010,0.29,U
-44.7841107,-4.2427934,1,BL01B010,0.17,U
-44.785264,-4.2412165,1,BL01B010,1.05,U
-44.7852956,-4.2428848,1,BL01B010,1.09,U
-44.7852907,-4.2429789,1,BL01B010,0.27,U
-44.7855358,-4.2414614,1,BL01B010,0.55,U
-44.7841228,-4.2433176,1,BL01B010,0.27,U
-44.7857482,-4.2410064,1,BL01B010,0.15,U
-44.7857777,-4.241024,1,BL01B010,0.21,U
-44.785766803333,-4.242532316667,1,BL01B010,0.3,U
-44.7849965,-4.2431431,1,BL01B010,0.26,U
-44.7855312,-4.2425732,1,BL01B010,0.23,U
-44.7850263,-4.2431631,1,BL01B010,0.24,U
-44.7853403,-4.2428786,1,BL01B010,0.37,U
-44.7854144,-4.2409152,1,BL01B010,0.31,U
-44.7854827,-4.2426378,1,BL01B010,0.22,U
